Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
10745,Kilian,Masterson,Male,72,China,E. T. Joshua Airport,VC,Saint Vincent and the Grenadines,NAM,North America,3/19/2022,SVD,Kilian Masterson,Delayed
61592,Nickolas,Masdon,Male,38,Greece,Kamur Airport,ID,Indonesia,AS,Asia,5/17/2022,KCD,Nickolas Masdon,Cancelled
10599,Emory,Syder,Male,47,Cameroon,Grand Bahama International Airport,BS,Bahamas,NAM,North America,8/27/2022,FPO,Emory Syder,On Time
19579,Dall,Bernardt,Male,30,Germany,Cannes-Mandelieu Airport,FR,France,EU,Europe,2/5/2022,CEQ,Dall Bernardt,Delayed
90629,Mignon,Leamy,Female,51,Indonesia,Kyle Oakley Field,US,United States,NAM,North America,2/5/2022,CEY,Mignon Leamy,Delayed
93373,Durant,Kitchenman,Male,43,China,LTS Pulau Redang Airport,MY,Malaysia,AS,Asia,1/7/2022,RDN,Durant Kitchenman,Delayed
82500,Orran,Harbron,Male,62,Ukraine,Abu Simbel Airport,EG,Egypt,AF,Africa,5/15/2022,ABS,Orran Harbron,Cancelled
97999,Lark,Boddy,Female,58,South Korea,Marlboro Airport,US,United States,NAM,North America,12/26/2022,MXG,Lark Boddy,Delayed
61320,Jeremiah,Fidgin,Male,40,China,Mindik Airport,PG,Papua New Guinea,OC,Oceania,6/1/2022,MXK,Jeremiah Fidgin,Delayed
38139,Clayborn,Vasechkin,Male,61,Poland,Wawa Airport,CA,Canada,NAM,North America,11/3/2022,YXZ,Clayborn Vasechkin,On Time
68773,Lucien,Hounsham,Male,44,Angola,Presidente General Don Oscar D. Gestido International Airport,UY,Uruguay,SAM,South America,5/23/2022,RVY,Lucien Hounsham,Delayed
34459,Carey,Donnell,Female,15,Belarus,Gilze Rijen Air Base,NL,Netherlands,EU,Europe,12/8/2022,GLZ,Carey Donnell,On Time
60202,Jarid,Spata,Male,64,Vietnam,Santa Paula Airport,US,United States,NAM,North America,6/27/2022,SZP,Jarid Spata,On Time
68863,Linnea,Spelling,Female,38,Russia,General Leite de Castro Airport,BR,Brazil,SAM,South America,6/28/2022,RVD,Linnea Spelling,Delayed
99983,Melva,Pillifant,Female,46,United States,Hill Air Force Base,US,United States,NAM,North America,5/27/2022,HIF,Melva Pillifant,Delayed
42320,Olga,Blaxland,Female,39,Pakistan,Holingol Huolinhe Airport,CN,China,AS,Asia,8/16/2022,HUO,Olga Blaxland,Delayed
23703,Laraine,Twitching,Female,71,Mexico,Palmar Sur Airport,CR,Costa Rica,NAM,North America,10/5/2022,PMZ,Laraine Twitching,Delayed
36250,Nikolai,Darey,Male,33,United States,Fort Dodge Regional Airport,US,United States,NAM,North America,8/4/2022,FOD,Nikolai Darey,On Time
83706,Orly,Dorricott,Female,49,Czech Republic,Maxson Airfield,US,United States,NAM,North America,11/7/2022,AXB,Orly Dorricott,Cancelled
38450,Helene,Monaghan,Female,67,Canada,Campbellpore Airport,PK,Pakistan,AS,Asia,6/16/2022,CWP,Helene Monaghan,Delayed
40248,Leland,Hollyard,Male,42,Bangladesh,Charles B. Wheeler Downtown Airport,US,United States,NAM,North America,6/24/2022,MKC,Leland Hollyard,Delayed
47813,Shari,Edmenson,Female,83,Indonesia,Alfredo Vásquez Cobo International Airport,CO,Colombia,SAM,South America,5/4/2022,LET,Shari Edmenson,Cancelled
40677,Abdel,Pomphrett,Male,46,Azerbaijan,Zadar Airport,HR,Croatia,EU,Europe,5/6/2022,ZAD,Abdel Pomphrett,Delayed
25229,Barret,Skillern,Male,8,Poland,Saransk Airport,RU,Russian Federation,EU,Europe,2/17/2022,SKX,Barret Skillern,Cancelled
16008,Bradford,Edgell,Male,81,Indonesia,Aniak Airport,US,United States,NAM,North America,7/21/2022,ANI,Bradford Edgell,Delayed
94601,Trude,Presslie,Female,68,Philippines,Sacramento International Airport,US,United States,NAM,North America,1/17/2022,SMF,Trude Presslie,Cancelled
12024,Sindee,Raiment,Female,29,Russia,Faro Airport,CA,Canada,NAM,North America,1/29/2022,ZFA,Sindee Raiment,On Time
52261,Darline,Minney,Female,35,United States,Mouyondzi Airport,CG,Congo,AF,Africa,10/6/2022,MUY,Darline Minney,On Time
91846,Antone,Eyam,Male,90,China,Trail Airport,CA,Canada,NAM,North America,12/5/2022,YZZ,Antone Eyam,Delayed
41072,Dani,Ansley,Female,87,China,Yangzhou Taizhou Airport,CN,China,AS,Asia,4/20/2022,YTY,Dani Ansley,On Time
81802,Jack,Omrod,Male,70,China,Bedford Downs Airport,AU,Australia,OC,Oceania,6/29/2022,BDW,Jack Omrod,On Time
49640,Suzi,McKeran,Female,83,China,Santa Elena de Uairen Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,4/25/2022,SNV,Suzi McKeran,Delayed
26602,Garwood,Boothe,Male,23,China,Bakel Airport,SN,Senegal,AF,Africa,3/24/2022,BXE,Garwood Boothe,Cancelled
17093,Ario,Martellini,Male,41,China,Puerto Nare Airport,CO,Colombia,SAM,South America,6/19/2022,NAR,Ario Martellini,Cancelled
14397,Weider,Thiolier,Male,29,Albania,Nanchong Airport,CN,China,AS,Asia,3/21/2022,NAO,Weider Thiolier,Delayed
27401,Leda,Kenefick,Female,27,Bahamas,Wallal Airport,AU,Australia,OC,Oceania,3/28/2022,WLA,Leda Kenefick,Cancelled
27262,Marjory,Furse,Female,65,China,Bydgoszcz Ignacy Jan Paderewski Airport,PL,Poland,EU,Europe,3/29/2022,BZG,Marjory Furse,On Time
29391,Bealle,Pressland,Male,82,China,Cornwall Regional Airport,CA,Canada,NAM,North America,3/18/2022,YCC,Bealle Pressland,Cancelled
30224,Johnnie,Saulter,Male,34,Togo,Kanti Airport,MM,Myanmar,AS,Asia,12/18/2022,KHM,Johnnie Saulter,Cancelled
39183,Isabelita,Itscowicz,Female,46,Philippines,Gallup Municipal Airport,US,United States,NAM,North America,3/14/2022,GUP,Isabelita Itscowicz,Cancelled
70219,Malory,Cholwell,Female,1,Philippines,Tancredo Neves International Airport,BR,Brazil,SAM,South America,2/17/2022,CNF,Malory Cholwell,Cancelled
91382,Cary,Winman,Male,54,Indonesia,Cairo International Airport,EG,Egypt,AF,Africa,3/4/2022,CAI,Cary Winman,On Time
61840,Almeta,Osipov,Female,49,Sweden,Maestro Wilson Fonseca Airport,BR,Brazil,SAM,South America,2/10/2022,STM,Almeta Osipov,Cancelled
93278,Babs,Mackerel,Female,51,Brazil,Val-d'Or Airport,CA,Canada,NAM,North America,4/23/2022,YVO,Babs Mackerel,Cancelled
53654,Padraig,Androli,Male,53,China,Dibrugarh Airport,IN,India,AS,Asia,7/3/2022,DIB,Padraig Androli,On Time
22325,Millard,Armitt,Male,52,Iran,Sugimanuru Airport,ID,Indonesia,AS,Asia,8/16/2022,RAQ,Millard Armitt,On Time
53958,Adria,Brickner,Female,84,China,Tomanggong Airport,MY,Malaysia,AS,Asia,12/20/2022,TMG,Adria Brickner,Delayed
80266,Meridel,Bowery,Female,75,Portugal,Iligan Airport,PH,Philippines,AS,Asia,5/4/2022,IGN,Meridel Bowery,Cancelled
19954,Kalinda,Cogar,Female,45,Indonesia,Eareckson Air Station,US,United States,NAM,North America,9/13/2022,SYA,Kalinda Cogar,Delayed
69899,Roseline,Devereu,Female,6,Brazil,Tin City Long Range Radar Station Airport,US,United States,NAM,North America,10/25/2022,TNC,Roseline Devereu,Cancelled
10702,Galvan,Shoosmith,Male,56,Poland,Ainsworth Regional Airport,US,United States,NAM,North America,11/27/2022,ANW,Galvan Shoosmith,Cancelled
37092,Hamish,Moores,Male,21,Greece,Holbrook Municipal Airport,US,United States,NAM,North America,8/27/2022,HBK,Hamish Moores,On Time
40033,Burl,Gilvary,Male,18,Japan,Lynchburg Regional Preston Glenn Field,US,United States,NAM,North America,10/3/2022,LYH,Burl Gilvary,On Time
16369,Boony,Kitteman,Male,37,Ukraine,Chania International Airport,GR,Greece,EU,Europe,12/30/2022,CHQ,Boony Kitteman,On Time
68120,Wenonah,Kayser,Female,64,Argentina,Kazan International Airport,RU,Russian Federation,EU,Europe,9/28/2022,KZN,Wenonah Kayser,Delayed
53906,Gloriane,Hirtz,Female,7,China,New Castle Airport,US,United States,NAM,North America,7/27/2022,ILG,Gloriane Hirtz,Cancelled
45144,Sven,Behninck,Male,82,Serbia,Candala Airport,SO,Somalia,AF,Africa,9/17/2022,CXN,Sven Behninck,Cancelled
95021,Kathe,Vassar,Female,25,Morocco,Wonenara Airport,PG,Papua New Guinea,OC,Oceania,1/24/2022,WOA,Kathe Vassar,Cancelled
45381,Bowie,Hamblyn,Male,42,Philippines,Brigadier Antonio Parodi Airport,AR,Argentina,SAM,South America,5/5/2022,EQS,Bowie Hamblyn,Delayed
56895,Gilles,Choake,Male,82,Poland,Lawrence J Timmerman Airport,US,United States,NAM,North America,8/30/2022,MWC,Gilles Choake,On Time
35086,Roderich,Mazdon,Male,61,Argentina,Almirante Marco Andres Zar Airport,AR,Argentina,SAM,South America,7/27/2022,REL,Roderich Mazdon,On Time
25018,Spense,Simoncini,Male,58,Ukraine,North Battleford Airport,CA,Canada,NAM,North America,10/21/2022,YQW,Spense Simoncini,Cancelled
89297,Marsh,Sedgebeer,Male,13,Sweden,Chifeng Airport,CN,China,AS,Asia,12/6/2022,CIF,Marsh Sedgebeer,Cancelled
74751,Mandel,Oldrey,Male,28,Indonesia,Fort Mcpherson Airport,CA,Canada,NAM,North America,4/20/2022,ZFM,Mandel Oldrey,Cancelled
33464,Lewie,Caverhill,Male,23,Norway,Rio Paranaíba Airport,BR,Brazil,SAM,South America,8/8/2022,0,Lewie Caverhill,Cancelled
23382,Ingra,Scholar,Male,82,France,Aerodromo de Chaves,PT,Portugal,EU,Europe,4/25/2022,CHV,Ingra Scholar,Delayed
42187,Marion,Barajaz,Female,59,Chad,Aviador C. Campos Airport,AR,Argentina,SAM,South America,5/1/2022,CPC,Marion Barajaz,On Time
89574,Thaxter,Jonuzi,Male,53,Mali,Mercedes Airport,AR,Argentina,SAM,South America,2/13/2022,MDX,Thaxter Jonuzi,Delayed
13123,Andris,Schorah,Male,46,Indonesia,Masalembo Airport,ID,Indonesia,AS,Asia,3/8/2022,MSI,Andris Schorah,Delayed
78787,Minny,Bancroft,Female,68,Canada,Köthen Airport,DE,Germany,EU,Europe,3/9/2022,KOQ,Minny Bancroft,Cancelled
87058,Grayce,Olner,Female,61,China,Castlereagh Lake Seaplane Base,LK,Sri Lanka,AS,Asia,3/15/2022,NUF,Grayce Olner,Delayed
34502,Hugh,Piegrome,Male,74,Bulgaria,Cherokee County Airport,US,United States,NAM,North America,4/28/2022,JKV,Hugh Piegrome,Cancelled
78011,Keefe,Davitashvili,Male,32,Ukraine,Copenhagen Kastrup Airport,DK,Denmark,EU,Europe,3/23/2022,CPH,Keefe Davitashvili,On Time
43754,Orelia,Jopke,Female,22,China,Ewer Airport,ID,Indonesia,AS,Asia,9/29/2022,EWE,Orelia Jopke,On Time
26864,Torry,Fri,Male,20,Indonesia,Area De Material Airport,AR,Argentina,SAM,South America,7/17/2022,RCU,Torry Fri,Cancelled
48851,Faustina,Teml,Female,72,Indonesia,Dakhla Airport,EH,Western Sahara,AF,Africa,6/21/2022,VIL,Faustina Teml,On Time
11364,Florie,O'Reagan,Female,3,China,Zalingei Airport,SD,Sudan,AF,Africa,9/11/2022,ZLX,Florie O'Reagan,Delayed
15224,Vin,Wakeley,Female,72,China,Tabuaeran Island Airport,KI,Kiribati,OC,Oceania,10/22/2022,TNV,Vin Wakeley,Cancelled
56977,Stephie,Konertz,Female,78,Poland,Robertson Airport,ZA,South Africa,AF,Africa,10/11/2022,ROD,Stephie Konertz,On Time
77616,Matteo,Gurnee,Male,32,Nigeria,General Villamil Airport,EC,Ecuador,SAM,South America,6/9/2022,IBB,Matteo Gurnee,On Time
87714,Maurizia,Flegg,Female,8,Indonesia,Greymouth Airport,NZ,New Zealand,OC,Oceania,8/25/2022,GMN,Maurizia Flegg,On Time
68038,Lorna,Glyde,Female,58,Kazakhstan,Porgera Airport,PG,Papua New Guinea,OC,Oceania,1/8/2022,RGE,Lorna Glyde,Cancelled
87428,Rowney,Watmore,Male,29,Venezuela,Docker River Airport,AU,Australia,OC,Oceania,8/25/2022,DKV,Rowney Watmore,Delayed
42775,Ingmar,Murley,Male,22,Philippines,Pakse International Airport,LA,Lao People's Democratic Republic,AS,Asia,12/30/2022,PKZ,Ingmar Murley,On Time
85074,Sherrie,Rodrig,Female,38,Switzerland,Charlo Airport,CA,Canada,NAM,North America,2/6/2022,YCL,Sherrie Rodrig,Delayed
69547,Dimitry,Cordero,Male,9,Cameroon,Fort Scott Municipal Airport,US,United States,NAM,North America,7/4/2022,FSK,Dimitry Cordero,On Time
47087,Risa,Mattusevich,Female,70,Philippines,Sullivan Bay Seaplane Base,CA,Canada,NAM,North America,9/17/2022,YTG,Risa Mattusevich,Delayed
41006,Demott,Jurek,Male,31,South Korea,Long Seridan Airport,MY,Malaysia,AS,Asia,3/20/2022,ODN,Demott Jurek,Cancelled
26147,Townie,Tenney,Male,49,Indonesia,Chilliwack Airport,CA,Canada,NAM,North America,6/12/2022,YCW,Townie Tenney,On Time
77822,Priscella,Harrap,Female,46,Indonesia,Canyonlands Field,US,United States,NAM,North America,12/19/2022,CNY,Priscella Harrap,Cancelled
59009,Aloysius,Roskelly,Male,48,United States,Lopez Island Airport,US,United States,NAM,North America,8/2/2022,LPS,Aloysius Roskelly,Cancelled
45197,Noreen,Martinello,Female,43,China,Palmas del Mar Airstrip,PR,Puerto Rico,NAM,North America,10/13/2022,PPD,Noreen Martinello,On Time
39624,Delmor,Tarte,Male,72,Cuba,Khan Jahan Ali Airport,BD,Bangladesh,AS,Asia,6/1/2022,KHL,Delmor Tarte,On Time
92629,Olivero,Gilphillan,Male,75,Chile,Kaieteur International Airport,GY,Guyana,SAM,South America,9/8/2022,KAI,Olivero Gilphillan,Cancelled
16577,Winni,Wallwork,Female,14,Pakistan,Ladouanie Airport,SR,Suriname,SAM,South America,2/2/2022,LDO,Winni Wallwork,Cancelled
74126,Harlene,Champneys,Female,89,United States,Magnitogorsk International Airport,RU,Russian Federation,EU,Europe,11/5/2022,MQF,Harlene Champneys,On Time
25226,Bee,Thelwll,Female,14,Portugal,Ubari Airport,LY,Libya,AF,Africa,6/14/2022,QUB,Bee Thelwll,On Time
76299,Cullie,Spicer,Male,59,Greece,Lipetsk Airport,RU,Russian Federation,EU,Europe,3/18/2022,LPK,Cullie Spicer,On Time
52076,Betty,Morch,Female,9,Mexico,Tonopah Airport,US,United States,NAM,North America,2/25/2022,TPH,Betty Morch,Delayed
28821,Ferdinande,Lawlie,Female,66,Slovenia,Aasiaat Airport,GL,Greenland,EU,Europe,4/10/2022,JEG,Ferdinande Lawlie,Delayed
99168,Prue,Koopman,Female,22,Czech Republic,Pattani Airport,TH,Thailand,AS,Asia,12/18/2022,PAN,Prue Koopman,On Time
69807,Lanna,Tunniclisse,Female,4,Portugal,Trenton Mercer Airport,US,United States,NAM,North America,6/25/2022,TTN,Lanna Tunniclisse,On Time
92421,Moreen,Nerne,Female,7,Portugal,Shire Inda Selassie Airport,ET,Ethiopia,AF,Africa,12/30/2022,SHC,Moreen Nerne,Cancelled
24469,Karyl,Ashard,Female,30,China,Columbia Gorge Regional the Dalles Municipal Airport,US,United States,NAM,North America,1/18/2022,DLS,Karyl Ashard,Delayed
37857,Cele,Elcott,Female,71,China,Lima Allen County Airport,US,United States,NAM,North America,6/24/2022,AOH,Cele Elcott,Cancelled
28171,Wit,McChruiter,Male,37,Democratic Republic of the Congo,Malalaua Airport,PG,Papua New Guinea,OC,Oceania,7/27/2022,MLQ,Wit McChruiter,On Time
36901,Levin,Zavattieri,Male,60,Czech Republic,Pescara International Airport,IT,Italy,EU,Europe,11/18/2022,PSR,Levin Zavattieri,Delayed
71139,Isabella,Daspar,Female,16,Indonesia,Zachar Bay Seaplane Base,US,United States,NAM,North America,7/24/2022,KZB,Isabella Daspar,Delayed
88508,Cristiano,Keach,Male,49,Indonesia,Sialum Airport,PG,Papua New Guinea,OC,Oceania,4/23/2022,SXA,Cristiano Keach,Cancelled
28521,Iormina,Lassetter,Female,43,Indonesia,Bairnsdale Airport,AU,Australia,OC,Oceania,8/11/2022,BSJ,Iormina Lassetter,On Time
95474,Don,Snepp,Male,20,China,Tandag Airport,PH,Philippines,AS,Asia,11/3/2022,TDG,Don Snepp,Delayed
53865,Maynard,Tumini,Male,79,Brazil,Santander Airport,ES,Spain,EU,Europe,4/16/2022,SDR,Maynard Tumini,On Time
71834,Annice,Ivanishev,Female,41,Yemen,Marigot Seaplane Base,MF,Saint Martin (French part),NAM,North America,6/11/2022,MSB,Annice Ivanishev,On Time
93768,Newton,Scarsbrook,Male,66,Ukraine,Maliana Airport,TL,Timor-Leste,AS,Asia,11/24/2022,MPT,Newton Scarsbrook,On Time
19644,Saw,Tavinor,Male,51,China,Karawari Airstrip,PG,Papua New Guinea,OC,Oceania,3/1/2022,KRJ,Saw Tavinor,Delayed
81732,Sonnnie,Atkinson,Female,28,Czech Republic,Foula Airfield,GB,United Kingdom,EU,Europe,8/31/2022,FOA,Sonnnie Atkinson,Cancelled
35945,Noellyn,Pashenkov,Female,63,Poland,Kahramanmaraş Airport,TR,Turkey,AS,Asia,3/19/2022,KCM,Noellyn Pashenkov,On Time
74414,Haze,Gabitis,Male,5,China,Cataratas International Airport,BR,Brazil,SAM,South America,1/11/2022,IGU,Haze Gabitis,Delayed
60039,Nelson,O'Giany,Male,71,Canada,Alberto Delgado Airport,CU,Cuba,NAM,North America,8/9/2022,TND,Nelson O'Giany,Cancelled
32577,Arel,Dobby,Male,2,Cuba,Aomori Airport,JP,Japan,AS,Asia,6/1/2022,AOJ,Arel Dobby,Cancelled
77089,Hobey,Pottes,Male,67,Yemen,Sierra Maestra Airport,CU,Cuba,NAM,North America,5/17/2022,MZO,Hobey Pottes,Delayed
18184,Tessy,MacVaugh,Female,34,Argentina,Chu Lai International Airport,VN,Viet Nam,AS,Asia,8/21/2022,VCL,Tessy MacVaugh,On Time
40921,Franzen,Ferandez,Male,60,China,Canefield Airport,DM,Dominica,NAM,North America,1/12/2022,DCF,Franzen Ferandez,On Time
74394,Wynnie,Miko,Female,63,Israel,Lyon-Bron Airport,FR,France,EU,Europe,6/14/2022,LYN,Wynnie Miko,On Time
51435,Normand,Castagneri,Male,32,Philippines,Treinta y Tres Airport,UY,Uruguay,SAM,South America,10/15/2022,TYT,Normand Castagneri,On Time
16902,Stormi,Vick,Female,40,Afghanistan,Dalnerechensk Airport,RU,Russian Federation,EU,Europe,7/22/2022,DLR,Stormi Vick,Cancelled
23568,Kenneth,Soonhouse,Male,90,Sweden,Bonito Airport,BR,Brazil,SAM,South America,4/7/2022,BYO,Kenneth Soonhouse,On Time
23793,Phyllys,Martignon,Female,27,France,Iowa Falls Municipal Airport,US,United States,NAM,North America,1/19/2022,IFA,Phyllys Martignon,Cancelled
39773,Darci,Howgego,Female,27,China,Kasane Airport,BW,Botswana,AF,Africa,11/13/2022,BBK,Darci Howgego,On Time
88445,Laurel,Pabelik,Female,31,Indonesia,Sanfebagar Airport,NP,Nepal,AS,Asia,11/28/2022,FEB,Laurel Pabelik,On Time
98862,Iain,Storror,Male,30,Morocco,Poplar Hill Airport,CA,Canada,NAM,North America,2/18/2022,YHP,Iain Storror,Delayed
49902,Ruthie,Richter,Female,23,Pakistan,San Francisco International Airport,US,United States,NAM,North America,11/14/2022,SFO,Ruthie Richter,Cancelled
14615,Robbie,Jereatt,Female,63,Indonesia,Beja Airport / Airbase,PT,Portugal,EU,Europe,3/7/2022,BYJ,Robbie Jereatt,On Time
48915,Rafferty,Dow,Male,18,Canada,Cochrane Airport,CA,Canada,NAM,North America,6/10/2022,YCN,Rafferty Dow,Delayed
11888,Linus,Norquay,Male,29,Indonesia,Hwange (Town) Airport,ZW,Zimbabwe,AF,Africa,8/26/2022,WKI,Linus Norquay,Cancelled
96525,Say,Gloyens,Male,16,Malaysia,Atyrau Airport,KZ,Kazakhstan,AS,Asia,6/29/2022,GUW,Say Gloyens,On Time
86976,Issiah,Yesipov,Male,62,Honduras,Los Cerrillos Airport,CL,Chile,SAM,South America,5/30/2022,ULC,Issiah Yesipov,Cancelled
49642,Krissie,Leddie,Female,14,China,Trabzon International Airport,TR,Turkey,AS,Asia,6/26/2022,TZX,Krissie Leddie,Cancelled
91156,Cosmo,Ambroise,Male,54,Slovakia,Hayward Executive Airport,US,United States,NAM,North America,4/27/2022,HWD,Cosmo Ambroise,Cancelled
50433,Delphine,Stubley,Female,20,Russia,Abeche Airport,TD,Chad,AF,Africa,7/24/2022,AEH,Delphine Stubley,On Time
46243,Rubin,Meak,Male,82,Netherlands,Grand Forks Airport,CA,Canada,NAM,North America,1/23/2022,ZGF,Rubin Meak,Cancelled
72735,Conrad,Reinisch,Male,7,Senegal,Lumi Airport,PG,Papua New Guinea,OC,Oceania,12/16/2022,LMI,Conrad Reinisch,Delayed
70246,Jacklyn,McDade,Female,3,Indonesia,Bacău Airport,RO,Romania,EU,Europe,10/14/2022,BCM,Jacklyn McDade,On Time
37497,Adolphus,Benedtti,Male,44,Indonesia,Craig Moffat Airport,US,United States,NAM,North America,1/5/2022,CIG,Adolphus Benedtti,Cancelled
48960,Dorice,Culpin,Female,15,Russia,La Esperanza Airport,HN,Honduras,NAM,North America,5/22/2022,LEZ,Dorice Culpin,Cancelled
83664,Arlene,Cretney,Female,24,Russia,Amsterdam Airport Schiphol,NL,Netherlands,EU,Europe,12/14/2022,AMS,Arlene Cretney,Delayed
43239,Berkly,Rubert,Male,38,Slovenia,Jacksonville Executive at Craig Airport,US,United States,NAM,North America,2/20/2022,CRG,Berkly Rubert,Cancelled
61290,Meara,Ghilardini,Female,6,Poland,Oakland County International Airport,US,United States,NAM,North America,8/16/2022,PTK,Meara Ghilardini,On Time
93744,Fletch,Anselmi,Male,27,Ukraine,Pirapora Airport,BR,Brazil,SAM,South America,6/19/2022,PIV,Fletch Anselmi,Cancelled
78330,Willy,Longmate,Male,48,Mexico,Honinabi Airport,PG,Papua New Guinea,OC,Oceania,1/11/2022,HNN,Willy Longmate,Delayed
87312,Joscelin,Geroldi,Female,57,Philippines,Olsztyn-Mazury Airport,PL,Poland,EU,Europe,5/20/2022,SZY,Joscelin Geroldi,Delayed
78069,Linnea,Gummory,Female,50,Poland,Brandon Municipal Airport,CA,Canada,NAM,North America,12/24/2022,YBR,Linnea Gummory,Cancelled
20786,Judy,Dowears,Female,69,France,Igaliku Heliport,GL,Greenland,EU,Europe,5/11/2022,QFX,Judy Dowears,Cancelled
42268,Corrina,Piele,Female,73,Sweden,Anuradhapura Air Force Base,LK,Sri Lanka,AS,Asia,2/28/2022,ACJ,Corrina Piele,On Time
82634,Priscilla,Wilde,Female,54,China,Jeju International Airport,KR,"Korea, Republic of",AS,Asia,3/28/2022,CJU,Priscilla Wilde,On Time
32865,Dyann,Semper,Female,75,Poland,Ivalo Airport,FI,Finland,EU,Europe,3/31/2022,IVL,Dyann Semper,Delayed
74690,Sutton,McHardy,Male,43,Indonesia,Chillagoe Airport,AU,Australia,OC,Oceania,11/8/2022,LLG,Sutton McHardy,Delayed
34707,Emilio,Mathonnet,Male,18,China,Blissville Airport,CA,Canada,NAM,North America,4/27/2022,YYS,Emilio Mathonnet,Cancelled
24191,Dyan,Lorie,Female,40,Philippines,Lenawee County Airport,US,United States,NAM,North America,3/14/2022,ADG,Dyan Lorie,Delayed
41697,Vivi,Palluschek,Female,33,Egypt,Tatitlek Airport,US,United States,NAM,North America,6/19/2022,TEK,Vivi Palluschek,On Time
26821,Dukie,Skerrett,Male,40,Madagascar,Maués Airport,BR,Brazil,SAM,South America,2/26/2022,MBZ,Dukie Skerrett,On Time
13024,Tripp,Brotherwood,Male,14,Indonesia,Terapo Airport,PG,Papua New Guinea,OC,Oceania,7/23/2022,TEO,Tripp Brotherwood,Cancelled
11120,Tab,Nodin,Male,66,China,Teslin Airport,CA,Canada,NAM,North America,7/11/2022,YZW,Tab Nodin,On Time
76148,Derk,Sifleet,Male,62,Macedonia,Eastern WV Regional Airport/Shepherd Field,US,United States,NAM,North America,11/25/2022,MRB,Derk Sifleet,Delayed
19696,Kassey,Dayborne,Female,22,Belarus,Shakhtyorsk Airport,RU,Russian Federation,EU,Europe,10/30/2022,EKS,Kassey Dayborne,Delayed
91567,Waite,Paladini,Male,33,Philippines,Knox County Regional Airport,US,United States,NAM,North America,1/22/2022,RKD,Waite Paladini,Delayed
77448,Cosetta,Innocent,Female,19,Russia,Serui Airport,ID,Indonesia,AS,Asia,7/5/2022,ZRI,Cosetta Innocent,On Time
49971,Grange,MacArthur,Male,16,Greece,Ann Arbor Municipal Airport,US,United States,NAM,North America,7/1/2022,ARB,Grange MacArthur,Delayed
71746,Cornell,O'Keenan,Male,33,Czech Republic,Bourges Airport,FR,France,EU,Europe,2/28/2022,BOU,Cornell O'Keenan,Cancelled
19665,Giovanni,Caren,Male,16,Indonesia,Tubuai Airport,PF,French Polynesia,OC,Oceania,7/27/2022,TUB,Giovanni Caren,Delayed
61896,Beltran,Tinsley,Male,70,Tunisia,Xuzhou Guanyin Airport,CN,China,AS,Asia,6/27/2022,XUZ,Beltran Tinsley,Delayed
47827,Eddy,Lanyon,Female,61,Indonesia,Bamburi Airport,KE,Kenya,AF,Africa,9/4/2022,BMQ,Eddy Lanyon,Cancelled
71219,Cinnamon,Felgat,Female,75,Nepal,Angers-Loire Airport,FR,France,EU,Europe,8/14/2022,ANE,Cinnamon Felgat,On Time
94860,Candace,Van Dalen,Female,32,Argentina,White Mountain Airport,US,United States,NAM,North America,8/31/2022,WMO,Candace Van Dalen,Cancelled
95480,Brittaney,Mathouse,Female,37,Egypt,Hola Airport,KE,Kenya,AF,Africa,12/18/2022,HOA,Brittaney Mathouse,Delayed
68186,Nappy,Sexon,Male,56,North Korea,Inyokern Airport,US,United States,NAM,North America,1/17/2022,IYK,Nappy Sexon,On Time
93416,Nessi,Wombwell,Female,56,United States,Vitória da Conquista Airport,BR,Brazil,SAM,South America,5/24/2022,VDC,Nessi Wombwell,Delayed
49534,Blythe,Martynikhin,Female,63,Ukraine,Tucumcari Municipal Airport,US,United States,NAM,North America,11/2/2022,TCC,Blythe Martynikhin,On Time
35416,Micah,Fraser,Male,31,Indonesia,Pilot Point Airport,US,United States,NAM,North America,4/30/2022,PIP,Micah Fraser,Delayed
38168,Rania,De Hoogh,Female,62,Canada,Banz Airport,PG,Papua New Guinea,OC,Oceania,6/2/2022,BNZ,Rania De Hoogh,Delayed
90815,Monti,Bramley,Male,70,China,Prešov Air Base,SK,Slovakia,EU,Europe,3/8/2022,POV,Monti Bramley,Delayed
61528,Gwendolyn,Powles,Female,66,Uzbekistan,Oro Negro Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,10/5/2022,CBS,Gwendolyn Powles,On Time
13545,Ettie,Wathan,Female,90,China,Zachar Bay Seaplane Base,US,United States,NAM,North America,1/4/2022,KZB,Ettie Wathan,Delayed
26745,Lucius,Colbert,Male,29,Ethiopia,Lintsang Airfield,CN,China,AS,Asia,10/20/2022,LNJ,Lucius Colbert,Cancelled
68162,Deva,Richemont,Female,77,Japan,Orlando Bezerra de Menezes Airport,BR,Brazil,SAM,South America,9/18/2022,JDO,Deva Richemont,Cancelled
13287,Andrus,Passmore,Male,87,Costa Rica,Hazyview Airport,ZA,South Africa,AF,Africa,6/25/2022,HZV,Andrus Passmore,On Time
76645,Warren,Skpsey,Male,54,Portugal,El Mirador Airport,CL,Chile,SAM,South America,11/21/2022,PUX,Warren Skpsey,Cancelled
